Init_node,Term_node,u_f,Capacity,Length(ft),k_j
664,475,60,8000,46899.80078125,960.0
670,353,45,6000,19112.0,720.0
24,37,60,4000,44693.30078125,480.0
553,201,55,2000,6614.240234375,240.0
384,203,60,4000,6953.77001953125,480.0
272,29,55,6000,4213.14013671875,720.0
488,50,70,2000,240878.0,240.0
483,158,70,4000,118707.0,480.0
256,633,70,2000,205714.0,240.0
358,95,65,6000,172207.0,720.0
516,99,65,8000,246518.0,960.0
335,101,75,10000,119531.0,1200.0
480,147,70,4000,43383.8984375,480.0
422,154,45,4000,31719.0,480.0
486,161,75,2000,138061.0,240.0
169,243,60,4000,272433.0,480.0
82,21,65,8000,29966.0,960.0
24,9,60,4000,82706.0,480.0
344,343,75,4000,20735.900390625,480.0
398,342,75,2000,1567.569946289062,240.0
141,343,70,2000,98128.8984375,240.0
324,323,55,4000,15721.7001953125,480.0
436,207,70,4000,112027.0,480.0
386,209,70,6000,93313.796875,720.0
175,256,75,4000,34701.19921875,480.0
575,45,75,10000,93166.703125,1200.0
514,240,75,4000,135820.0,480.0
406,334,30,2000,27854.099609375,240.0
478,335,45,4000,5942.85986328125,480.0
249,327,70,4000,102373.0,480.0
359,87,55,6000,83693.6015625,720.0
16,323,70,4000,49504.19921875,480.0
230,227,70,2000,16737.099609375,240.0
641,335,75,10000,116810.0,1200.0
148,230,65,4000,125299.0,480.0
496,240,65,4000,202462.0,480.0
437,34,70,2000,65339.6015625,240.0
221,115,35,4000,11977.5,480.0
375,117,75,2000,101183.0,240.0
580,630,30,4000,97002.6015625,480.0
77,73,65,2000,15770.599609375,240.0
340,77,75,2000,173534.0,240.0
561,134,55,4000,162458.0,480.0
345,136,70,2000,173387.0,240.0
252,217,70,4000,25439.19921875,480.0
626,221,75,2000,244002.0,240.0
117,135,75,2000,5217.2001953125,240.0
72,225,75,4000,2144.43994140625,480.0
572,72,70,2000,40772.30078125,240.0
607,76,75,2000,124878.0,240.0
609,221,65,4000,77906.6015625,480.0
277,330,70,2000,166727.0,240.0
11,195,55,3000,1407.56005859375,360.0
634,32,60,4000,482.8869934082031,480.0
619,68,55,2000,61872.5,240.0
213,109,65,6000,83707.203125,720.0
631,111,75,2000,153.6269989013672,240.0
635,113,60,2000,12422.0,240.0
265,264,65,2000,34669.69921875,240.0
40,213,45,2000,293798.0,240.0
383,213,75,3000,70723.6015625,360.0
114,71,75,4000,91686.703125,480.0
464,114,75,2000,55303.8984375,240.0
68,634,65,4000,101054.0,480.0
71,110,70,4000,24738.80078125,480.0
400,342,75,2000,41012.80078125,240.0
645,70,55,2000,411.9200134277344,240.0
111,116,70,2000,156227.0,240.0
635,40,40,4000,7055.39013671875,480.0
336,42,35,4000,500.9289855957031,480.0
131,124,75,4000,142415.0,480.0
528,125,70,2000,30044.19921875,240.0
319,315,65,4000,11821.099609375,480.0
142,140,70,2000,315.5079956054688,240.0
565,141,70,2000,108718.0,240.0
146,143,75,2000,75.7759017944336,240.0
193,329,75,8000,80239.203125,960.0
519,330,75,2000,35377.0,240.0
327,326,55,4000,11502.400390625,480.0
320,319,75,4000,76387.6015625,480.0
583,327,70,2000,80818.296875,240.0
224,131,65,4000,62902.19921875,480.0
337,236,45,4000,2331.929931640625,480.0
122,121,75,2000,80458.703125,240.0
125,124,70,2000,182312.0,240.0
121,123,75,2000,104596.0,240.0
342,251,75,2000,113.8209991455078,240.0
344,105,70,2000,114628.0,240.0
343,38,75,2000,1077.280029296875,240.0
224,132,65,2000,1659.93994140625,240.0
339,138,75,4000,123835.0,480.0
144,138,75,4000,78830.6015625,480.0
54,318,60,2000,18835.599609375,240.0
146,145,75,2000,180896.0,240.0
338,142,70,2000,3902.889892578125,240.0
390,227,55,2000,283.1119995117188,240.0
455,301,55,4000,24851.30078125,480.0
148,301,70,4000,9677.2802734375,480.0
306,149,75,4000,50491.80078125,480.0
457,302,75,4000,15110.2001953125,480.0
317,316,75,4000,122.4209976196289,480.0
614,317,75,4000,11274.2998046875,480.0
364,149,75,4000,124862.0,480.0
476,328,65,8000,24145.69921875,960.0
552,246,75,2000,52618.80078125,240.0
235,263,70,8000,22385.900390625,960.0
447,233,55,4000,72505.296875,480.0
372,145,75,2000,123320.0,240.0
449,234,35,4000,1805.410034179688,480.0
549,235,65,4000,49088.0,480.0
623,340,55,4000,6883.64990234375,480.0
625,340,75,4000,11303.0,480.0
570,72,75,4000,129056.0,480.0
404,265,75,4000,151740.0,480.0
264,46,65,2000,853.843994140625,240.0
45,44,75,6000,24145.69921875,720.0
27,30,50,6000,32047.5,720.0
49,348,55,4000,541.6279907226562,480.0
164,51,55,2000,31474.30078125,240.0
71,645,55,2000,146927.0,240.0
160,157,70,4000,112122.0,480.0
158,157,70,4000,122.8440017700195,480.0
430,160,55,2000,9460.6796875,240.0
650,474,50,2000,16438.80078125,240.0
556,50,70,4000,55122.80078125,480.0
28,27,55,4000,39335.6015625,480.0
57,331,75,4000,45153.1015625,480.0
518,322,70,4000,57493.6015625,480.0
195,175,75,4000,52143.5,480.0
63,62,60,2000,64172.30078125,240.0
446,97,75,4000,26883.400390625,480.0
418,17,75,2000,141587.0,240.0
330,174,75,2000,88157.703125,240.0
239,339,60,2000,7473.169921875,240.0
526,224,65,6000,17793.19921875,720.0
637,192,45,6000,481.4840087890625,720.0
391,361,50,4000,31835.400390625,480.0
424,146,75,2000,138688.0,240.0
374,337,75,2000,30249.19921875,240.0
54,267,70,2000,131188.0,240.0
133,127,65,6000,39398.1015625,720.0
513,363,55,4000,744.5650024414062,480.0
22,8,55,2000,2417.75,240.0
378,249,75,4000,20770.80078125,480.0
666,272,65,14000,58527.69921875,1680.0
328,267,75,4000,89589.3984375,480.0
350,89,65,4000,80564.0,480.0
242,164,65,2000,29831.30078125,240.0
89,287,65,6000,54391.5,720.0
585,333,75,4000,125619.0,480.0
334,333,70,2000,101009.0,240.0
195,12,65,14000,16016.7001953125,1680.0
44,334,75,4000,119979.0,480.0
639,167,70,3000,312.2619934082031,360.0
288,474,50,2000,50823.19921875,240.0
102,474,50,2000,59576.0,240.0
403,242,60,4000,44134.80078125,480.0
88,87,55,4000,20155.69921875,480.0
9,8,65,2000,107113.0,240.0
78,188,65,4000,61622.8984375,480.0
190,79,65,2000,57780.69921875,240.0
187,186,60,2000,123384.0,240.0
189,188,60,2000,113109.0,240.0
353,23,65,4000,503.0090026855469,480.0
37,36,55,6000,26492.099609375,720.0
542,274,65,4000,41042.3984375,480.0
646,81,65,8000,26940.0,960.0
643,338,50,2000,4974.419921875,240.0
604,338,75,4000,15196.5,480.0
352,66,60,4000,252.8190002441406,480.0
144,339,75,4000,67953.3984375,480.0
8,21,60,2000,36602.5,240.0
191,190,65,2000,103941.0,240.0
212,636,45,4000,829.3599853515625,480.0
185,14,65,4000,881.9310302734375,480.0
79,78,75,2000,26659.19921875,240.0
640,205,75,4000,64038.8984375,480.0
86,322,60,2000,121871.0,240.0
531,25,55,4000,7576.97998046875,480.0
468,325,70,2000,160458.0,240.0
416,16,70,2000,63013.6015625,240.0
323,85,55,4000,11200.099609375,480.0
106,344,70,2000,46693.8984375,240.0
39,344,70,4000,45.40010070800781,480.0
510,211,75,4000,687.2550048828125,480.0
421,294,70,4000,16141.099609375,480.0
576,1,55,4000,4591.91015625,480.0
636,211,60,4000,36589.3984375,480.0
329,277,55,4000,18835.5,480.0
19,18,70,4000,82714.296875,480.0
19,293,45,2000,329.8290100097656,240.0
103,144,65,6000,53828.1015625,720.0
593,20,75,4000,3875.25,480.0
18,20,55,4000,28123.80078125,480.0
591,205,55,2000,9465.33984375,240.0
597,336,65,2000,12148.2001953125,240.0
145,336,75,2000,12237.2001953125,240.0
256,57,75,4000,44056.6015625,480.0
366,331,40,2000,114493.0,240.0
633,255,60,2000,361.9070129394531,240.0
633,63,65,2000,10763.599609375,240.0
379,283,65,4000,701.14501953125,480.0
31,27,55,6000,2047.329956054688,720.0
381,282,45,4000,6014.4599609375,480.0
114,631,75,2000,124082.0,240.0
282,283,45,4000,9056.919921875,480.0
360,332,65,14000,66077.8984375,1680.0
286,12,65,4000,83290.6015625,480.0
57,56,65,2000,87564.8984375,240.0
12,10,65,6000,2174.580078125,720.0
286,285,65,2000,15120.900390625,240.0
636,637,50,3000,41461.1015625,360.0
638,636,55,2000,18532.900390625,240.0
321,637,70,4000,122830.0,480.0
86,324,55,4000,24702.19921875,480.0
310,320,75,4000,44847.0,480.0
322,321,40,4000,3897.2900390625,480.0
644,310,55,2000,24579.80078125,240.0
612,60,55,4000,116288.0,480.0
328,320,75,4000,171837.0,480.0
318,317,60,4000,124.2239990234375,480.0
17,324,75,2000,41315.5,240.0
319,54,55,3000,12914.5,360.0
312,176,65,2000,238016.0,240.0
407,312,55,4000,1221.619995117188,480.0
176,629,55,2000,12175.7998046875,240.0
97,257,65,4000,20946.69921875,480.0
3,2,70,4000,70942.8984375,480.0
316,314,75,2000,114165.0,240.0
210,314,75,4000,99640.296875,480.0
203,3,55,4000,16231.7998046875,480.0
43,155,60,2000,21163.69921875,240.0
586,43,55,2000,154762.0,240.0
560,252,70,2000,45190.8984375,240.0
340,345,75,4000,101724.0,480.0
137,345,70,2000,166920.0,240.0
433,346,55,3000,120980.0,360.0
431,346,70,2000,5029.2998046875,240.0
230,347,70,3000,81240.796875,360.0
157,348,70,4000,21654.19921875,480.0
166,242,65,2000,326.9880065917969,240.0
657,350,65,10000,40126.69921875,1200.0
662,350,60,4000,29861.69921875,480.0
102,351,65,10000,776.301025390625,1200.0
670,352,65,12000,73526.6015625,1440.0
81,352,65,8000,45307.30078125,960.0
669,353,50,6000,4972.75,720.0
36,353,65,6000,34698.69921875,720.0
24,36,65,6000,49845.5,720.0
354,37,60,6000,29047.69921875,720.0
472,354,60,4000,133332.0,480.0
395,355,60,2000,33150.30078125,240.0
594,356,70,2000,116849.0,240.0
45,356,75,10000,116321.0,1200.0
596,357,75,4000,25333.80078125,480.0
481,357,75,4000,83693.296875,480.0
661,358,65,12000,6024.830078125,1440.0
664,358,60,8000,70152.6015625,960.0
545,359,65,6000,31257.400390625,720.0
547,359,55,4000,119066.0,480.0
359,272,65,4000,42906.3984375,480.0
676,360,75,12000,55977.8984375,1440.0
473,360,65,6000,7191.66015625,720.0
361,193,75,8000,21897.400390625,960.0
362,361,55,8000,130034.0,960.0
511,362,75,8000,72804.6015625,960.0
296,362,50,2000,493.9580078125,240.0
428,363,65,8000,86890.6015625,960.0
150,364,30,2000,4593.31005859375,240.0
364,365,55,4000,62296.8984375,480.0
173,366,65,4000,39746.6015625,480.0
366,367,75,6000,22417.400390625,720.0
173,368,45,4000,1436.43994140625,480.0
368,367,35,2000,35648.3984375,240.0
347,369,70,3000,86050.6015625,360.0
369,370,55,4000,14152.7001953125,480.0
388,371,70,2000,96456.8984375,240.0
371,370,70,2000,78040.8984375,240.0
337,372,35,4000,129.4969940185547,480.0
372,373,75,4000,29969.900390625,480.0
338,374,75,4000,98121.6015625,480.0
374,373,75,2000,9380.4501953125,240.0
507,375,75,2000,6085.35009765625,240.0
375,376,75,2000,35243.80078125,240.0
116,376,45,2000,130730.0,240.0
249,377,70,2000,22024.900390625,240.0
502,378,75,4000,100943.0,480.0
378,377,70,2000,6127.89013671875,240.0
285,379,65,2000,1012.609985351562,240.0
379,380,75,2000,54059.19921875,240.0
280,381,75,2000,53352.30078125,240.0
381,380,75,2000,57100.6015625,240.0
218,382,75,4000,24945.30078125,480.0
218,383,75,4000,21465.099609375,480.0
383,382,75,2000,13143.400390625,240.0
414,384,55,3000,67559.3984375,360.0
384,385,75,2000,113887.0,240.0
434,386,70,6000,26250.099609375,720.0
386,387,60,2000,70551.796875,240.0
227,388,55,2000,13536.0,240.0
388,389,65,2000,740.1950073242188,240.0
336,390,65,2000,147598.0,240.0
390,389,70,2000,12105.7001953125,240.0
62,391,75,2000,174505.0,240.0
391,392,60,4000,11132.5,480.0
296,392,75,2000,115214.0,240.0
246,393,40,4000,41216.19921875,480.0
3,394,45,4000,8682.0,480.0
203,394,30,3000,18421.80078125,360.0
579,395,70,2000,181697.0,240.0
395,396,75,4000,52049.69921875,480.0
397,396,75,2000,913.6900024414062,240.0
252,398,65,2000,118779.0,240.0
398,399,75,2000,39455.8984375,240.0
136,400,75,2000,80981.5,240.0
400,399,75,2000,2648.860107421875,240.0
88,401,65,8000,6162.080078125,960.0
401,402,65,2000,28355.30078125,240.0
243,403,60,2000,3782.0400390625,240.0
403,402,55,2000,23623.5,240.0
334,404,75,4000,11867.599609375,480.0
404,405,75,2000,10859.599609375,240.0
356,406,60,2000,61825.8984375,240.0
406,405,65,2000,8573.58984375,240.0
314,407,55,2000,21097.599609375,240.0
407,408,55,4000,6583.5498046875,480.0
314,409,75,4000,2098.6201171875,480.0
409,408,55,2000,20948.0,240.0
573,410,60,8000,64023.5,960.0
410,411,60,1000,18760.69921875,120.0
330,412,70,2000,109724.0,240.0
610,413,55,2000,260834.0,240.0
413,412,55,2000,1227.699951171875,240.0
555,414,70,2000,42177.0,240.0
414,415,55,2000,155313.0,240.0
17,416,55,3000,3622.5,360.0
416,417,75,4000,121440.0,480.0
590,418,75,2000,126930.0,240.0
418,417,55,3000,6630.2001953125,360.0
101,419,50,4000,73759.203125,480.0
105,419,55,4000,48002.0,480.0
294,420,70,2000,16287.2998046875,240.0
267,421,60,4000,70868.5,480.0
421,420,70,2000,2550.010009765625,240.0
335,422,70,4000,69808.0,480.0
422,423,55,4000,105513.0,480.0
339,424,75,4000,61718.5,480.0
424,425,55,2000,14288.400390625,240.0
239,425,40,3000,59317.6015625,360.0
460,426,70,2000,65011.19921875,240.0
426,427,55,2000,87211.5,240.0
21,428,75,8000,72380.796875,960.0
428,427,70,2000,61539.3984375,240.0
161,429,75,2000,34213.8984375,240.0
161,430,75,2000,17416.30078125,240.0
430,429,75,2000,29364.099609375,240.0
371,431,70,2000,121382.0,240.0
431,432,70,2000,119655.0,240.0
155,433,55,2000,14073.900390625,240.0
433,432,55,2000,11560.099609375,240.0
498,434,75,4000,138116.0,480.0
434,435,55,2000,36554.8984375,240.0
500,436,70,2000,106712.0,240.0
436,435,55,2000,11148.5,240.0
123,437,70,2000,49539.69921875,240.0
437,438,75,2000,6310.31982421875,240.0
123,438,75,2000,45210.19921875,240.0
451,439,55,2000,32318.900390625,240.0
439,440,70,2000,58943.3984375,240.0
100,441,70,4000,14364.0,480.0
441,442,55,4000,24728.5,480.0
89,442,55,4000,68542.703125,480.0
122,443,50,4000,68902.3984375,480.0
120,443,75,4000,66476.703125,480.0
600,444,70,2000,145711.0,240.0
444,445,75,4000,65411.30078125,480.0
629,446,75,4000,74307.6015625,480.0
446,445,55,2000,92401.203125,240.0
234,447,65,4000,61444.5,480.0
447,448,55,4000,15678.599609375,480.0
641,449,60,4000,18826.80078125,480.0
449,448,35,4000,57578.80078125,480.0
439,450,55,2000,40341.6015625,240.0
529,451,70,4000,90529.203125,480.0
451,450,60,2000,12649.099609375,240.0
263,452,55,4000,105514.0,480.0
154,452,60,2000,74324.5,240.0
226,453,75,4000,95091.1015625,480.0
453,454,70,4000,105218.0,480.0
302,455,55,4000,5071.919921875,480.0
455,456,75,4000,15018.599609375,480.0
149,457,75,2000,3126.889892578125,240.0
457,456,75,2000,6408.10009765625,240.0
543,458,75,2000,163419.0,240.0
458,459,40,2000,12040.0,240.0
536,460,65,2000,150633.0,240.0
460,459,75,2000,156956.0,240.0
523,461,75,4000,126037.0,480.0
461,462,75,2000,21078.099609375,240.0
326,463,70,2000,24985.19921875,240.0
463,462,75,2000,158229.0,240.0
582,464,75,2000,71959.203125,240.0
464,465,30,2000,3773.5400390625,240.0
71,465,45,2000,94122.1015625,240.0
615,466,60,2000,115825.0,240.0
466,467,55,4000,5553.52978515625,480.0
617,468,70,2000,115249.0,240.0
468,467,70,2000,100169.0,240.0
469,470,45,4000,4096.02001953125,480.0
354,471,55,2000,122796.0,240.0
181,472,50,4000,3560.320068359375,480.0
472,471,55,4000,26894.80078125,480.0
352,473,65,8000,30325.900390625,960.0
473,474,45,6000,29605.5,720.0
360,475,60,8000,32615.5,960.0
475,474,60,4000,2375.14990234375,480.0
329,476,65,8000,17061.30078125,960.0
476,477,35,4000,21063.900390625,480.0
277,477,55,2000,9649.4296875,240.0
346,478,60,2000,133242.0,240.0
478,479,55,4000,1813.829956054688,480.0
563,480,70,2000,47593.0,240.0
480,479,55,2000,98250.203125,240.0
301,481,75,4000,37306.0,480.0
481,482,75,2000,131814.0,240.0
357,483,70,4000,167880.0,480.0
483,482,55,2000,279.6470031738281,240.0
453,484,75,4000,144231.0,480.0
484,485,75,4000,4765.330078125,480.0
45,486,65,2000,25836.900390625,240.0
486,487,75,2000,7380.169921875,240.0
51,488,55,4000,16710.69921875,480.0
488,487,70,2000,138464.0,240.0
413,489,70,2000,215116.0,240.0
489,490,70,4000,1506.739990234375,480.0
174,491,55,2000,13538.2001953125,240.0
491,490,55,2000,2857.77001953125,240.0
176,492,75,4000,52208.6015625,480.0
535,493,75,2000,101159.0,240.0
493,492,75,4000,17103.19921875,480.0
96,494,70,6000,110769.0,720.0
494,495,65,2000,46666.80078125,240.0
325,495,55,2000,147004.0,240.0
262,496,60,4000,36584.6015625,480.0
496,497,80,2000,40610.30078125,240.0
211,498,75,4000,143952.0,480.0
498,499,75,2000,2378.030029296875,240.0
466,500,75,4000,95262.796875,480.0
500,499,70,2000,104979.0,240.0
378,501,70,2000,112032.0,240.0
632,502,75,4000,129118.0,480.0
502,501,70,2000,58235.30078125,240.0
325,503,75,3000,9021.0,360.0
503,504,75,3000,7290.6298828125,360.0
25,504,70,2000,151205.0,240.0
505,506,75,2000,25119.900390625,240.0
566,507,65,2000,124533.0,240.0
507,506,75,2000,120482.0,240.0
601,508,55,4000,25374.30078125,480.0
508,509,70,2000,132084.0,240.0
640,510,75,4000,79328.0,480.0
510,509,70,2000,115689.0,240.0
363,511,75,8000,31911.099609375,960.0
511,512,75,2000,14529.7001953125,240.0
426,513,40,2000,11508.7001953125,240.0
513,512,75,2000,38555.69921875,240.0
333,514,65,4000,49264.8984375,480.0
514,515,75,4000,2674.85009765625,480.0
333,516,55,4000,7612.02978515625,480.0
516,515,75,4000,45564.0,480.0
322,517,70,4000,56443.69921875,480.0
193,518,75,4000,238265.0,480.0
518,517,70,2000,3025.590087890625,240.0
538,519,75,2000,259353.0,240.0
519,520,55,2000,29782.80078125,240.0
644,520,75,2000,145600.0,240.0
521,522,70,2000,10970.400390625,240.0
469,522,75,4000,138294.0,480.0
326,523,75,4000,41533.19921875,480.0
523,524,70,2000,117536.0,240.0
240,525,70,2000,20444.69921875,240.0
525,524,70,2000,39418.69921875,240.0
127,526,60,3000,16318.0,360.0
526,527,55,4000,13306.7001953125,480.0
127,528,45,4000,27513.19921875,480.0
528,527,70,2000,8420.6103515625,240.0
508,529,55,4000,64065.8984375,480.0
529,530,55,4000,4731.75,480.0
451,530,55,4000,61948.0,480.0
26,531,70,2000,112020.0,240.0
531,532,55,2000,6558.22998046875,240.0
533,532,70,2000,7095.169921875,240.0
493,534,75,4000,90349.796875,480.0
312,535,70,4000,91013.0,480.0
535,534,75,4000,2362.14990234375,480.0
185,536,50,2000,39859.5,240.0
536,537,50,2000,23138.099609375,240.0
186,537,40,2000,35116.30078125,240.0
331,538,70,4000,129026.0,480.0
538,539,75,2000,26034.400390625,240.0
368,540,75,2000,271856.0,240.0
540,539,75,2000,62371.8984375,240.0
189,541,60,2000,22298.69921875,240.0
354,542,55,6000,824.4920043945312,720.0
542,541,65,4000,114130.0,480.0
175,543,65,2000,67528.5,240.0
543,544,65,2000,28105.5,240.0
256,544,65,2000,64820.69921875,240.0
254,545,65,4000,128924.0,480.0
545,546,55,2000,110487.0,240.0
30,547,65,4000,39709.69921875,480.0
547,546,65,2000,6055.64013671875,240.0
265,548,55,2000,1532.81005859375,240.0
233,549,85,4000,18099.0,480.0
549,548,65,2000,120818.0,240.0
550,551,70,2000,133881.0,240.0
461,552,75,4000,79240.296875,480.0
552,551,70,2000,110137.0,240.0
444,553,55,2000,72910.703125,240.0
553,554,70,2000,109760.0,240.0
439,555,70,4000,83618.6015625,480.0
555,554,55,2000,74166.1015625,240.0
348,556,70,2000,25971.400390625,240.0
556,557,70,2000,59872.69921875,240.0
558,559,75,2000,24531.0,240.0
345,560,75,4000,120959.0,480.0
560,559,55,2000,1746.569946289062,240.0
342,561,70,2000,157661.0,240.0
561,562,70,2000,3924.669921875,240.0
251,562,70,2000,157236.0,240.0
346,563,70,2000,25642.0,240.0
563,564,70,2000,32277.5,240.0
155,565,65,4000,130005.0,480.0
565,564,65,2000,23695.0,240.0
118,566,45,2000,13644.099609375,240.0
566,567,55,2000,78939.0,240.0
109,568,65,4000,141853.0,480.0
568,567,55,2000,70357.203125,240.0
494,569,60,6000,38342.8984375,720.0
484,570,75,4000,188944.0,480.0
570,571,70,2000,54569.30078125,240.0
73,572,70,2000,192141.0,240.0
572,571,70,2000,123432.0,240.0
632,573,70,8000,52768.3984375,960.0
573,574,70,2000,90081.8984375,240.0
639,575,65,10000,33842.30078125,1200.0
575,574,75,2000,48822.69921875,240.0
637,576,45,3000,33840.19921875,360.0
576,577,55,2000,288.4089965820312,240.0
192,577,35,4000,27543.80078125,480.0
552,578,70,2000,145049.0,240.0
463,579,70,2000,27839.80078125,240.0
579,578,60,2000,5458.31005859375,240.0
120,580,60,2000,20033.5,240.0
580,581,75,2000,140034.0,240.0
112,582,75,2000,251.97900390625,240.0
582,581,75,2000,150643.0,240.0
525,583,50,4000,46691.0,480.0
583,584,70,2000,103888.0,240.0
410,585,75,8000,45502.3984375,960.0
585,584,70,4000,112242.0,480.0
142,586,75,4000,155164.0,480.0
586,587,75,2000,2204.02001953125,240.0
588,587,75,2000,82649.203125,240.0
418,589,75,2000,120800.0,240.0
362,590,70,2000,107871.0,240.0
590,589,75,2000,8805.2802734375,240.0
204,591,55,4000,7134.490234375,480.0
591,592,50,4000,38990.3984375,480.0
409,593,75,4000,141574.0,480.0
593,592,65,4000,16537.30078125,480.0
357,594,70,3000,71278.0,360.0
594,595,70,2000,9499.51953125,240.0
347,596,30,2000,89825.6015625,240.0
596,595,70,3000,65929.796875,360.0
43,597,70,2000,160079.0,240.0
597,598,75,2000,2836.530029296875,240.0
145,598,55,2000,15836.2998046875,240.0
451,599,55,4000,91306.8984375,480.0
603,600,55,4000,152567.0,480.0
600,599,55,4000,10092.2001953125,480.0
204,601,70,4000,72883.296875,480.0
601,602,55,4000,325.6960144042969,480.0
202,603,55,4000,102293.0,480.0
603,602,60,2000,58938.3984375,240.0
237,604,75,4000,52535.5,480.0
604,605,75,2000,4004.860107421875,240.0
606,605,75,2000,49615.5,240.0
73,607,75,2000,178451.0,240.0
607,608,75,2000,1920.2099609375,240.0
222,609,75,2000,202375.0,240.0
609,608,75,2000,66323.203125,240.0
540,610,75,2000,26852.900390625,240.0
610,611,75,2000,15761.5,240.0
413,611,75,2000,33070.69921875,240.0
315,612,55,4000,4720.0,480.0
612,613,65,4000,926.5029907226562,480.0
315,614,65,4000,497.7420043945312,480.0
614,613,65,4000,4784.64990234375,480.0
321,615,70,2000,99764.6015625,240.0
615,616,70,2000,95322.0,240.0
85,617,65,4000,8595.7998046875,480.0
617,616,70,4000,10428.0,480.0
110,618,50,2000,86625.796875,240.0
69,619,55,2000,59223.69921875,240.0
619,618,30,4000,8086.31005859375,480.0
469,620,75,6000,164465.0,720.0
620,621,55,4000,11028.400390625,480.0
82,622,65,6000,47440.19921875,720.0
622,621,55,2000,104979.0,240.0
124,623,35,4000,6567.4501953125,480.0
623,624,40,4000,5311.35009765625,480.0
121,625,75,4000,65127.8984375,480.0
625,624,75,2000,5002.4599609375,240.0
568,626,65,2000,294866.0,240.0
626,627,75,2000,47302.3984375,240.0
99,628,55,2000,42595.30078125,240.0
263,628,65,3000,13735.900390625,360.0
493,629,75,4000,57923.69921875,480.0
441,632,70,4000,38776.1015625,480.0
458,62,55,2000,51087.30078125,240.0
294,19,40,6000,9490.0595703125,720.0
33,41,30,4000,7898.169921875,480.0
41,68,35,4000,20667.30078125,480.0
41,635,65,6000,109195.0,720.0
264,235,70,4000,96842.703125,480.0
206,638,55,4000,214.3679962158203,480.0
1,638,50,4000,2542.1201171875,480.0
677,89,65,10000,855.1179809570312,1200.0
350,639,65,14000,122386.0,1680.0
51,639,70,3000,58866.69921875,360.0
358,274,65,12000,45506.80078125,1440.0
20,640,75,4000,94995.296875,480.0
638,640,75,4000,49286.80078125,480.0
26,16,70,4000,9470.0302734375,480.0
135,222,75,2000,4168.02001953125,240.0
355,26,70,2000,115930.0,240.0
369,641,69,3000,78946.296875,360.0
356,641,75,10000,222155.0,1200.0
642,137,70,2000,3774.169921875,240.0
138,643,50,4000,10829.099609375,480.0
303,148,70,4000,46745.30078125,480.0
188,185,65,4000,55404.80078125,480.0
186,14,65,4000,2704.169921875,480.0
34,77,75,2000,18105.0,240.0
222,34,75,2000,193152.0,240.0
77,136,75,2000,93656.296875,240.0
630,117,75,2000,177726.0,240.0
491,644,55,2000,1106.359985351562,240.0
489,644,70,4000,3042.830078125,480.0
104,141,70,2000,6697.0,240.0
104,419,50,4000,54966.0,480.0
622,646,65,8000,11908.2998046875,960.0
646,675,75,4000,65942.203125,480.0
675,649,65,8000,8539.7001953125,1342.6
351,657,65,14000,27594.599609375,1680.0
650,675,65,8000,102691.0,10852.87
620,649,65,10000,75043.3984375,1200.0
675,676,75,4000,6622.06005859375,480.0
649,676,65,10000,5130.4599609375,1200.0
655,677,65,10000,9413.830078125,1200.0
676,677,75,4000,127037.0,480.0
332,655,65,10000,73760.0,1200.0
332,351,65,14000,33741.0,1680.0
274,669,65,12000,17867.400390625,1440.0
288,332,65,6000,1408.630004882812,720.0
351,667,65,14000,39520.6015625,1680.0
401,685,60,4000,65762.5,480.0
685,662,60,4000,1503.079956054688,480.0
667,686,65,14000,5996.27001953125,1680.0
686,666,65,14000,4036.47998046875,1680.0
272,661,65,12000,52212.3984375,1440.0
475,664,60,8000,46899.80078125,960.0
353,670,45,6000,19112.0,720.0
37,24,60,4000,44693.30078125,480.0
