,From,To,Capacity,Length (ft),u_f (mph),k_j (veh/mi)
0,2,359,5000,62296.8984375,70,480.0
1,3,360,5000,22417.400390625,70,720.0
2,3,361,5000,35648.3984375,70,240.0
3,4,362,5000,14152.7001953125,70,480.0
4,4,363,5000,78040.8984375,70,240.0
5,5,364,5000,29969.900390625,70,480.0
6,5,365,5000,9380.4501953125,70,240.0
7,6,195,5000,130730.0,70,240.0
8,6,366,5000,35243.80078125,70,240.0
9,7,280,5000,22024.900390625,70,240.0
10,7,367,5000,6127.89013671875,70,240.0
11,8,368,5000,54059.19921875,70,240.0
12,8,369,5000,57100.6015625,70,240.0
13,9,262,5000,24945.30078125,70,480.0
14,9,370,5000,13143.400390625,70,240.0
15,10,371,5000,113887.0,70,240.0
16,11,372,5000,70551.796875,70,240.0
17,12,373,5000,740.1950073242188,70,240.0
18,12,374,5000,12105.7001953125,70,240.0
19,13,304,5000,115214.0,70,240.0
20,13,375,5000,11132.5,70,480.0
21,14,279,5000,41216.19921875,70,480.0
22,15,113,5000,8682.0,70,480.0
23,15,251,5000,18421.80078125,70,360.0
24,16,376,5000,52049.69921875,70,480.0
25,16,377,5000,913.6900024414062,70,240.0
26,17,378,5000,39455.8984375,70,240.0
27,17,379,5000,2648.860107421875,70,240.0
28,18,380,5000,28355.30078125,70,240.0
29,18,381,5000,23623.5,70,240.0
30,19,382,5000,10859.599609375,70,240.0
31,19,383,5000,8573.58984375,70,240.0
32,20,384,5000,6583.5498046875,70,480.0
33,20,385,5000,20948.0,70,240.0
34,21,386,5000,18760.69921875,70,120.0
35,22,327,5000,109724.0,70,240.0
36,22,387,5000,1227.699951171875,70,240.0
37,23,388,5000,155313.0,70,240.0
38,24,389,5000,121440.0,70,480.0
39,24,390,5000,6630.2001953125,70,360.0
40,25,182,5000,73759.203125,70,480.0
41,25,185,5000,54966.0,70,480.0
42,25,186,5000,48002.0,70,480.0
43,26,303,5000,16287.2998046875,70,240.0
44,26,391,5000,2550.010009765625,70,240.0
45,27,392,5000,105513.0,70,480.0
46,28,275,5000,59317.6015625,70,360.0
47,28,393,5000,14288.400390625,70,240.0
48,29,394,5000,87211.5,70,240.0
49,29,395,5000,61539.3984375,70,240.0
50,30,229,5000,34213.8984375,70,240.0
51,30,396,5000,29364.099609375,70,240.0
52,31,397,5000,119655.0,70,240.0
53,31,398,5000,11560.099609375,70,240.0
54,32,399,5000,36554.8984375,70,240.0
55,32,400,5000,11148.5,70,240.0
56,33,201,5000,45210.19921875,70,240.0
57,33,401,5000,6310.31982421875,70,240.0
58,34,402,5000,58943.3984375,70,240.0
59,35,176,5000,68542.703125,70,480.0
60,35,403,5000,24728.5,70,480.0
61,36,198,5000,66476.703125,70,480.0
62,36,200,5000,68902.3984375,70,480.0
63,37,404,5000,65411.30078125,70,480.0
64,37,405,5000,92401.203125,70,240.0
65,38,406,5000,15678.599609375,70,480.0
66,38,407,5000,57578.80078125,70,480.0
67,39,402,5000,40341.6015625,70,240.0
68,39,408,5000,12649.099609375,70,240.0
69,40,224,5000,74324.5,70,240.0
70,40,288,5000,105514.0,70,480.0
71,41,409,5000,105218.0,70,480.0
72,42,410,5000,15018.599609375,70,480.0
73,42,411,5000,6408.10009765625,70,240.0
74,43,412,5000,12040.0,70,240.0
75,43,413,5000,156956.0,70,240.0
76,44,414,5000,21078.099609375,70,240.0
77,44,415,5000,158229.0,70,240.0
78,45,163,5000,94122.1015625,70,240.0
79,45,416,5000,3773.5400390625,70,240.0
80,46,417,5000,5553.52978515625,70,480.0
81,46,418,5000,100169.0,70,240.0
82,47,419,5000,4096.02001953125,70,480.0
83,48,349,5000,122796.0,70,240.0
84,48,420,5000,26894.80078125,70,480.0
85,49,183,5000,59576.0,70,240.0
86,49,301,5000,50823.19921875,70,240.0
87,49,421,5000,29605.5,70,720.0
88,49,422,5000,2375.14990234375,70,480.0
89,49,534,5000,16438.80078125,70,240.0
90,50,294,5000,9649.4296875,70,240.0
91,50,423,5000,21063.900390625,70,480.0
92,51,424,5000,1813.829956054688,70,480.0
93,51,425,5000,98250.203125,70,240.0
94,52,426,5000,131814.0,70,240.0
95,52,427,5000,279.6470031738281,70,240.0
96,53,428,5000,4765.330078125,70,480.0
97,54,429,5000,7380.169921875,70,240.0
98,54,430,5000,138464.0,70,240.0
99,55,431,5000,1506.739990234375,70,480.0
100,55,432,5000,2857.77001953125,70,240.0
101,56,237,5000,52208.6015625,70,480.0
102,56,433,5000,17103.19921875,70,480.0
103,57,322,5000,147004.0,70,240.0
104,57,434,5000,46666.80078125,70,240.0
105,58,435,5000,40610.30078125,70,240.0
106,59,436,5000,2378.030029296875,70,240.0
107,59,437,5000,104979.0,70,240.0
108,60,367,5000,112032.0,70,240.0
109,60,438,5000,58235.30078125,70,240.0
110,61,129,5000,151205.0,70,240.0
111,61,439,5000,7290.6298828125,70,360.0
112,62,440,5000,25119.900390625,70,240.0
113,62,441,5000,120482.0,70,240.0
114,63,442,5000,132084.0,70,240.0
115,63,443,5000,115689.0,70,240.0
116,64,444,5000,14529.7001953125,70,240.0
117,64,445,5000,38555.69921875,70,240.0
118,65,446,5000,2674.85009765625,70,480.0
119,65,447,5000,45564.0,70,480.0
120,66,319,5000,56443.69921875,70,480.0
121,66,448,5000,3025.590087890625,70,240.0
122,67,449,5000,29782.80078125,70,240.0
123,67,530,5000,145600.0,70,240.0
124,68,419,5000,138294.0,70,480.0
125,68,450,5000,10970.400390625,70,240.0
126,69,451,5000,117536.0,70,240.0
127,69,452,5000,39418.69921875,70,240.0
128,70,453,5000,13306.7001953125,70,480.0
129,70,454,5000,8420.6103515625,70,240.0
130,71,408,5000,61948.0,70,480.0
131,71,455,5000,4731.75,70,480.0
132,72,456,5000,6558.22998046875,70,240.0
133,72,457,5000,7095.169921875,70,240.0
134,73,433,5000,90349.796875,70,480.0
135,73,458,5000,2362.14990234375,70,480.0
136,74,240,5000,35116.30078125,70,240.0
137,74,459,5000,23138.099609375,70,240.0
138,75,460,5000,26034.400390625,70,240.0
139,75,461,5000,62371.8984375,70,240.0
140,76,243,5000,22298.69921875,70,240.0
141,76,462,5000,114130.0,70,480.0
142,77,285,5000,64820.69921875,70,240.0
143,77,463,5000,28105.5,70,240.0
144,78,464,5000,110487.0,70,240.0
145,78,465,5000,6055.64013671875,70,240.0
146,79,290,5000,1532.81005859375,70,240.0
147,79,466,5000,120818.0,70,240.0
148,80,467,5000,133881.0,70,240.0
149,80,468,5000,110137.0,70,240.0
150,81,469,5000,109760.0,70,240.0
151,81,470,5000,74166.1015625,70,240.0
152,82,471,5000,59872.69921875,70,240.0
153,83,472,5000,24531.0,70,240.0
154,83,473,5000,1746.569946289062,70,240.0
155,84,281,5000,157236.0,70,240.0
156,84,474,5000,3924.669921875,70,240.0
157,85,475,5000,32277.5,70,240.0
158,85,476,5000,23695.0,70,240.0
159,86,477,5000,78939.0,70,240.0
160,86,478,5000,70357.203125,70,240.0
161,87,434,5000,38342.8984375,70,720.0
162,88,479,5000,54569.30078125,70,240.0
163,88,480,5000,123432.0,70,240.0
164,89,481,5000,90081.8984375,70,240.0
165,89,482,5000,48822.69921875,70,240.0
166,90,246,5000,27543.80078125,70,480.0
167,90,483,5000,288.4089965820312,70,240.0
168,91,468,5000,145049.0,70,240.0
169,91,484,5000,5458.31005859375,70,240.0
170,92,485,5000,140034.0,70,240.0
171,92,486,5000,150643.0,70,240.0
172,93,487,5000,103888.0,70,240.0
173,93,488,5000,112242.0,70,480.0
174,94,489,5000,2204.02001953125,70,240.0
175,94,490,5000,82649.203125,70,240.0
176,95,390,5000,120800.0,70,240.0
177,95,491,5000,8805.2802734375,70,240.0
178,96,492,5000,38990.3984375,70,480.0
179,96,493,5000,16537.30078125,70,480.0
180,97,494,5000,9499.51953125,70,240.0
181,97,495,5000,65929.796875,70,360.0
182,98,218,5000,15836.2998046875,70,240.0
183,98,496,5000,2836.530029296875,70,240.0
184,99,408,5000,91306.8984375,70,480.0
185,99,497,5000,10092.2001953125,70,480.0
186,100,498,5000,325.6960144042969,70,480.0
187,100,499,5000,58938.3984375,70,240.0
188,101,500,5000,4004.860107421875,70,240.0
189,101,501,5000,49615.5,70,240.0
190,102,502,5000,1920.2099609375,70,240.0
191,102,503,5000,66323.203125,70,240.0
192,103,387,5000,33070.69921875,70,240.0
193,103,504,5000,15761.5,70,240.0
194,104,505,5000,926.5029907226562,70,480.0
195,104,506,5000,4784.64990234375,70,480.0
196,105,507,5000,95322.0,70,240.0
197,105,508,5000,10428.0,70,480.0
198,106,189,5000,86625.796875,70,240.0
199,106,509,5000,8086.31005859375,70,480.0
200,107,510,5000,11028.400390625,70,480.0
201,107,511,5000,104979.0,70,240.0
202,108,512,5000,5311.35009765625,70,480.0
203,108,513,5000,5002.4599609375,70,240.0
204,109,514,5000,47302.3984375,70,240.0
205,110,180,5000,42595.30078125,70,240.0
206,110,288,5000,13735.900390625,70,360.0
207,111,483,4000,4591.91015625,55,480.0
208,111,524,4000,2542.1201171875,50,480.0
209,112,1,360000,10.0,70,40000.0
210,112,113,4000,70942.8984375,70,480.0
211,113,15,4000,8682.0,45,480.0
212,113,112,4000,70942.8984375,70,480.0
213,113,251,4000,16231.7998046875,55,480.0
214,114,115,2000,107113.0,65,240.0
215,114,125,2000,36602.5,60,240.0
216,114,126,2000,2417.75,55,240.0
217,115,114,2000,107113.0,65,240.0
218,115,128,4000,82706.0,60,480.0
219,116,118,6000,2174.580078125,65,720.0
220,117,248,3000,1407.56005859375,55,360.0
221,118,116,6000,2174.580078125,65,720.0
222,118,248,14000,16016.7001953125,65,1680.0
223,118,299,4000,83290.6015625,65,480.0
224,119,239,4000,881.9310302734375,65,480.0
225,119,240,4000,2704.169921875,65,480.0
226,120,130,4000,9470.0302734375,70,480.0
227,120,320,4000,49504.19921875,70,480.0
228,120,389,2000,63013.6015625,70,240.0
229,121,321,2000,41315.5,75,240.0
230,121,389,3000,3622.5,55,360.0
231,121,390,2000,141587.0,75,240.0
232,122,123,4000,82714.296875,70,480.0
233,122,124,4000,28123.80078125,55,480.0
234,123,122,4000,82714.296875,70,480.0
235,123,302,2000,329.8290100097656,45,240.0
236,123,303,6000,9490.0595703125,40,720.0
237,124,122,4000,28123.80078125,55,480.0
238,124,493,4000,3875.25,75,480.0
239,124,526,4000,94995.296875,75,480.0
240,125,114,2000,36602.5,60,240.0
241,125,395,8000,72380.796875,75,960.0
242,126,114,2000,2417.75,55,240.0
243,127,348,4000,503.0090026855469,65,480.0
244,128,115,4000,82706.0,60,480.0
245,128,139,6000,49845.5,65,720.0
246,128,140,4000,44693.30078125,60,480.0
247,129,61,2000,151205.0,70,240.0
248,129,456,4000,7576.97998046875,55,480.0
249,130,120,4000,9470.0302734375,70,480.0
250,130,350,2000,115930.0,70,240.0
251,130,456,2000,112020.0,70,240.0
252,131,132,4000,39335.6015625,55,480.0
253,131,134,6000,32047.5,50,720.0
254,131,135,6000,2047.329956054688,55,720.0
255,132,131,4000,39335.6015625,55,480.0
256,133,292,6000,4213.14013671875,55,720.0
257,134,131,6000,32047.5,50,720.0
258,134,465,4000,39709.69921875,65,480.0
259,135,131,6000,2047.329956054688,55,720.0
260,136,520,4000,482.8869934082031,60,480.0
261,137,144,4000,7898.169921875,30,480.0
262,138,167,2000,18105.0,75,240.0
263,138,264,2000,193152.0,75,240.0
264,138,401,2000,65339.6015625,70,240.0
265,139,128,6000,49845.5,65,720.0
266,139,140,6000,26492.099609375,55,720.0
267,139,348,6000,34698.69921875,65,720.0
268,140,128,4000,44693.30078125,60,480.0
269,140,139,6000,26492.099609375,55,720.0
270,140,349,6000,29047.69921875,60,720.0
271,141,339,2000,1077.280029296875,75,240.0
272,142,340,4000,45.40010070800781,70,480.0
273,143,260,2000,293798.0,45,240.0
274,143,521,4000,7055.39013671875,40,480.0
275,144,137,4000,7898.169921875,30,480.0
276,144,160,4000,20667.30078125,35,480.0
277,144,521,6000,109195.0,65,720.0
278,145,333,4000,500.9289855957031,35,480.0
279,146,225,2000,21163.69921875,60,240.0
280,146,489,2000,154762.0,55,240.0
281,146,496,2000,160079.0,70,240.0
282,147,148,6000,24145.69921875,75,720.0
283,147,331,4000,119979.0,75,480.0
284,148,147,6000,24145.69921875,75,720.0
285,148,351,10000,116321.0,75,1200.0
286,148,429,2000,25836.900390625,65,240.0
287,149,289,2000,853.843994140625,65,240.0
288,150,344,4000,541.6279907226562,55,480.0
289,151,430,2000,240878.0,70,240.0
290,151,471,4000,55122.80078125,70,480.0
291,152,230,2000,31474.30078125,55,240.0
292,152,430,4000,16710.69921875,55,480.0
293,152,525,3000,58866.69921875,70,360.0
294,153,291,2000,131188.0,70,240.0
295,153,315,2000,18835.599609375,60,240.0
296,153,316,3000,12914.5,55,360.0
297,154,155,2000,87564.8984375,65,240.0
298,155,154,2000,87564.8984375,65,240.0
299,155,285,4000,44056.6015625,75,480.0
300,155,328,4000,45153.1015625,75,480.0
301,156,505,4000,116288.0,55,480.0
302,157,158,2000,64172.30078125,60,240.0
303,157,375,2000,174505.0,75,240.0
304,157,412,2000,51087.30078125,55,240.0
305,158,157,2000,64172.30078125,60,240.0
306,158,519,2000,10763.599609375,65,240.0
307,159,347,4000,252.8190002441406,60,480.0
308,160,144,4000,20667.30078125,35,480.0
309,160,509,2000,61872.5,55,240.0
310,160,520,4000,101054.0,65,480.0
311,161,189,8000,40862.8984375,55,960.0
312,161,509,2000,59223.69921875,55,240.0
313,162,531,2000,411.9200134277344,55,240.0
314,163,45,2000,94122.1015625,45,240.0
315,163,189,4000,24738.80078125,70,480.0
316,163,193,4000,91686.703125,75,480.0
317,163,531,2000,146927.0,55,240.0
318,164,1,360000,10.0,70,40000.0
319,164,266,4000,2144.43994140625,75,480.0
320,164,479,4000,129056.0,75,480.0
321,164,480,2000,40772.30078125,70,240.0
322,165,167,2000,15770.599609375,65,240.0
323,165,480,2000,192141.0,70,240.0
324,165,502,2000,178451.0,75,240.0
325,166,1,360000,10.0,70,40000.0
326,166,502,2000,124878.0,75,240.0
327,167,138,2000,18105.0,75,240.0
328,167,165,2000,15770.599609375,65,240.0
329,167,210,2000,93656.296875,75,240.0
330,167,337,2000,173534.0,75,240.0
331,168,169,2000,26659.19921875,75,240.0
332,168,242,4000,61622.8984375,65,480.0
333,169,168,2000,26659.19921875,75,240.0
334,169,244,2000,57780.69921875,65,240.0
335,170,347,8000,45307.30078125,65,960.0
336,170,532,8000,26940.0,65,960.0
337,171,125,8000,29966.0,65,960.0
338,171,511,6000,47440.19921875,65,720.0
339,172,320,4000,11200.099609375,55,480.0
340,172,508,4000,8595.7998046875,65,480.0
341,173,319,2000,121871.0,60,240.0
342,173,321,4000,24702.19921875,55,480.0
343,174,175,4000,20155.69921875,55,480.0
344,174,354,6000,83693.6015625,55,720.0
345,175,174,4000,20155.69921875,55,480.0
346,175,380,8000,6162.080078125,65,960.0
347,176,35,4000,68542.703125,55,480.0
348,176,300,6000,54391.5,65,720.0
349,176,345,4000,80564.0,65,480.0
350,176,546,10000,855.1179809570312,65,1200.0
351,177,353,6000,172207.0,65,720.0
352,178,1,360000,10.0,70,40000.0
353,178,434,6000,110769.0,70,720.0
354,179,286,4000,20946.69921875,65,480.0
355,179,405,4000,26883.400390625,75,480.0
356,180,1,360000,10.0,70,40000.0
357,180,110,2000,42595.30078125,55,240.0
358,181,403,4000,14364.0,70,480.0
359,182,1,360000,10.0,70,40000.0
360,182,25,4000,73759.203125,50,480.0
361,183,49,2000,59576.0,50,240.0
362,183,346,10000,776.301025390625,65,1200.0
363,184,217,6000,53828.1015625,65,720.0
364,184,528,12000,77345.6015625,75,1440.0
365,185,1,360000,10.0,70,40000.0
366,185,25,4000,54966.0,50,480.0
367,185,214,2000,6697.0,70,240.0
368,186,1,360000,10.0,70,40000.0
369,186,25,4000,48002.0,55,480.0
370,186,340,2000,114628.0,70,240.0
371,187,339,6000,53686.5,75,720.0
372,187,340,2000,46693.8984375,70,240.0
373,188,260,6000,83707.203125,65,720.0
374,188,478,4000,141853.0,65,480.0
375,189,106,2000,86625.796875,50,240.0
376,189,163,4000,24738.80078125,70,480.0
377,190,195,2000,156227.0,70,240.0
378,190,517,2000,153.6269989013672,75,240.0
379,191,486,2000,251.97900390625,75,240.0
380,192,521,2000,12422.0,60,240.0
381,193,163,4000,91686.703125,75,480.0
382,193,416,2000,55303.8984375,75,240.0
383,193,517,2000,124082.0,75,240.0
384,194,1,360000,10.0,70,40000.0
385,194,263,4000,11977.5,35,480.0
386,195,6,2000,130730.0,45,240.0
387,195,190,2000,156227.0,70,240.0
388,196,209,2000,5217.2001953125,75,240.0
389,196,366,2000,101183.0,75,240.0
390,196,516,2000,177726.0,75,240.0
391,197,477,2000,13644.099609375,45,240.0
392,198,36,4000,66476.703125,75,480.0
393,198,485,2000,20033.5,60,240.0
394,199,200,2000,80458.703125,75,240.0
395,199,201,2000,104596.0,75,240.0
396,199,513,4000,65127.8984375,75,480.0
397,199,516,8000,118737.0,75,960.0
398,200,36,4000,68902.3984375,50,480.0
399,200,199,2000,80458.703125,75,240.0
400,201,33,2000,45210.19921875,75,240.0
401,201,199,2000,104596.0,75,240.0
402,201,401,2000,49539.69921875,70,240.0
403,202,203,2000,182312.0,70,240.0
404,202,205,4000,142415.0,75,480.0
405,202,512,4000,6567.4501953125,35,480.0
406,203,202,2000,182312.0,70,240.0
407,203,454,2000,30044.19921875,70,240.0
408,204,207,6000,39398.1015625,65,720.0
409,204,453,3000,16318.0,60,360.0
410,204,454,4000,27513.19921875,45,480.0
411,205,202,4000,142415.0,75,480.0
412,205,265,4000,62902.19921875,65,480.0
413,206,265,2000,1659.93994140625,65,240.0
414,207,204,6000,39398.1015625,65,720.0
415,208,1,360000,10.0,70,40000.0
416,208,474,4000,162458.0,55,480.0
417,209,196,2000,5217.2001953125,75,240.0
418,209,264,2000,4168.02001953125,75,240.0
419,210,167,2000,93656.296875,75,240.0
420,210,341,2000,173387.0,70,240.0
421,210,379,2000,80981.5,75,240.0
422,211,341,2000,166920.0,70,240.0
423,211,528,2000,3774.169921875,70,240.0
424,212,217,4000,78830.6015625,75,480.0
425,212,336,4000,123835.0,75,480.0
426,212,529,4000,10829.099609375,50,480.0
427,213,215,2000,315.5079956054688,70,240.0
428,214,185,2000,6697.0,70,240.0
429,214,339,2000,98128.8984375,70,240.0
430,214,476,2000,108718.0,70,240.0
431,215,213,2000,315.5079956054688,70,240.0
432,215,335,2000,3902.889892578125,70,240.0
433,215,489,4000,155164.0,75,480.0
434,216,219,2000,75.7759017944336,75,240.0
435,217,184,6000,53828.1015625,65,720.0
436,217,212,4000,78830.6015625,75,480.0
437,217,336,4000,67953.3984375,75,480.0
438,218,98,2000,15836.2998046875,55,240.0
439,218,219,2000,180896.0,75,240.0
440,218,333,2000,12237.2001953125,75,240.0
441,218,364,2000,123320.0,75,240.0
442,219,216,2000,75.7759017944336,75,240.0
443,219,218,2000,180896.0,75,240.0
444,219,393,2000,138688.0,75,240.0
445,220,1,360000,10.0,70,40000.0
446,220,425,4000,43383.8984375,70,480.0
447,221,269,4000,125299.0,65,480.0
448,221,305,4000,9677.2802734375,70,480.0
449,221,307,4000,46745.30078125,70,480.0
450,222,308,4000,50491.80078125,75,480.0
451,222,359,4000,124862.0,75,480.0
452,222,411,2000,3126.889892578125,75,240.0
453,223,359,2000,4593.31005859375,30,240.0
454,224,1,360000,10.0,70,40000.0
455,224,40,2000,74324.5,60,240.0
456,224,392,4000,31719.0,45,480.0
457,225,146,2000,21163.69921875,60,240.0
458,225,398,2000,14073.900390625,55,240.0
459,225,476,4000,130005.0,65,480.0
460,226,227,4000,122.8440017700195,70,480.0
461,226,228,4000,112122.0,70,480.0
462,226,344,4000,21654.19921875,70,480.0
